id,is_correct,errors,n_errors,pred,gold
25,True,,0,"SELECT T1.Name , T1.Capacity FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.Year > 2013 GROUP BY T1.Stadium_ID ORDER BY COUNT(*) DESC LIMIT 1","select t2.name , t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id = t2.stadium_id where t1.year > 2013 group by t2.stadium_id order by count(*) desc limit 1"
26,True,,0,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1
27,True,,0,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1
28,True,,0,SELECT name FROM stadium WHERE stadium_id NOT IN ( SELECT stadium_id FROM concert ),SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert)
29,True,,0,SELECT name FROM stadium WHERE stadium_id NOT IN ( SELECT stadium_id FROM concert ),SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert)
30,True,,0,SELECT country FROM singer WHERE age > 40 INTERSECT SELECT country FROM singer WHERE age < 30,SELECT country FROM singer WHERE age > 40 INTERSECT SELECT country FROM singer WHERE age < 30
31,False,hallucinated_table|hallucinated_column|wrong_join_count|wrong_set_op_branch,4,SELECT name FROM stadium EXCEPT SELECT T3.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id JOIN singer_in_concert AS T3 ON T1.concert_id = T3.concert_id WHERE T1.year != 2014,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014
32,False,missing_column|missing_join|wrong_where_operator|missing_set_operation|wrong_set_op_branch,5,SELECT name FROM stadium WHERE stadium_id NOT IN ( SELECT stadium_id FROM concert WHERE YEAR = 2014 ),SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014
33,False,wrong_group_by_column,1,"SELECT T1.concert_name , T2.theme , COUNT(*) FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_id = T2.concert_id GROUP BY T1.concert_name","SELECT T2.concert_name , T2.theme , count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id GROUP BY T2.concert_id"
34,False,wrong_group_by_column,1,"SELECT T1.concert_name , T2.theme , COUNT(*) FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_id = T2.concert_id GROUP BY T1.concert_name","select t2.concert_name , t2.theme , count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id = t2.concert_id group by t2.concert_id"
35,True,,0,"SELECT T1.Name , COUNT(*) FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Singer_ID","SELECT T2.name , count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id = T2.singer_id GROUP BY T2.singer_id"
36,False,wrong_group_by_column,1,"SELECT T1.Name , COUNT(*) FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Name","SELECT T2.name , count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id = T2.singer_id GROUP BY T2.singer_id"
37,True,,0,SELECT T3.name FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_id = T2.concert_id JOIN singer AS T3 ON T2.singer_id = T3.Singer_ID WHERE T1.year = 2014,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id = T2.singer_id JOIN concert AS T3 ON T1.concert_id = T3.concert_id WHERE T3.year = 2014
38,True,,0,SELECT T3.name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id JOIN concert AS T3 ON T2.concert_id = T3.concert_id WHERE T3.year = 2014,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id = T2.singer_id JOIN concert AS T3 ON T1.concert_id = T3.concert_id WHERE T3.year = 2014
39,False,hallucinated_table|hallucinated_column|extra_join,3,"SELECT T1.Name , T2.Country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T1.song_name LIKE '%Hey%'","SELECT name , country FROM singer WHERE song_name LIKE '%Hey%'"
40,False,hallucinated_table|hallucinated_column|extra_join,3,"SELECT T1.Name , T1.Country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN CONCERT AS T3 ON T2.concert_ID = T3.concert_ID WHERE T3.Theme LIKE '%Hey%'","SELECT name , country FROM singer WHERE song_name LIKE '%Hey%'"
41,False,missing_column|wrong_set_op_branch,2,"SELECT T1.Name , T1.Location FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE YEAR = '2014' INTERSECT SELECT T1.Name , T1.Location FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE YEAR = '2015'","SELECT T2.name , T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.Year = 2014 INTERSECT SELECT T2.name , T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.Year = 2015"
42,False,wrong_join_count|wrong_set_op_branch,2,"SELECT T3.Name , T3.Location FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID JOIN stadium AS T3 ON T1.Stadium_ID = T3.Stadium_ID WHERE T1.Year = 2014 INTERSECT SELECT T3.Name , T3.Location FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID JOIN stadium AS T3 ON T1.Stadium_ID = T3.Stadium_ID WHERE T1.Year = 2015","SELECT T2.name , T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.Year = 2014 INTERSECT SELECT T2.name , T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.Year = 2015"
43,False,missing_table|hallucinated_table|wrong_aggregation|missing_order_by|missing_limit,5,SELECT count(*) FROM stadium WHERE capacity = ( SELECT max(capacity) FROM stadium ),select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1)
44,False,missing_table|hallucinated_table|wrong_aggregation|missing_order_by|missing_limit,5,SELECT count(*) FROM stadium WHERE capacity = ( SELECT max(capacity) FROM stadium ),select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1)
45,True,,0,SELECT count(*) FROM Pets WHERE weight > 10,SELECT count(*) FROM pets WHERE weight > 10
46,True,,0,SELECT count(*) FROM Pets WHERE weight > 10,SELECT count(*) FROM pets WHERE weight > 10
47,False,extra_aggregation|extra_where|missing_order_by|missing_limit|extra_subquery,5,SELECT max(weight) FROM pets WHERE pet_type = 'dog' AND pet_age = ( SELECT min(pet_age) FROM pets WHERE pet_type = 'dog' ),SELECT weight FROM pets ORDER BY pet_age LIMIT 1
48,False,extra_aggregation|extra_where|missing_order_by|missing_limit|extra_subquery,5,SELECT max(weight) FROM pets WHERE pet_type = 'dog' AND pet_age = ( SELECT min(pet_age) FROM pets WHERE pet_type = 'dog' ),SELECT weight FROM pets ORDER BY pet_age LIMIT 1
49,True,,0,"SELECT max(weight) , pettype FROM pets GROUP BY pettype","SELECT max(weight) , petType FROM pets GROUP BY petType"
50,True,,0,"SELECT max(weight) , pettype FROM pets GROUP BY pettype","SELECT max(weight) , petType FROM pets GROUP BY petType"
51,True,,0,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.age > 20,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.age > 20
52,False,missing_table|missing_column|missing_join,3,SELECT count(*) FROM student WHERE age > 20,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.age > 20
53,True,,0,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T1.sex = 'F' AND T3.Pettype = 'Dog',SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T1.sex = 'F' AND T3.pettype = 'dog'
54,True,,0,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T1.sex = 'F' AND T3.Pettype = 'Dog',SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T1.sex = 'F' AND T3.pettype = 'dog'
55,True,,0,SELECT count(DISTINCT pettype) FROM Pets,SELECT count(DISTINCT pettype) FROM pets
56,True,,0,SELECT count(DISTINCT Pettype) FROM Pets,SELECT count(DISTINCT pettype) FROM pets
57,False,missing_distinct,1,SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' OR T3.pettype = 'dog',SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat' OR T3.pettype = 'dog'
58,False,missing_distinct,1,SELECT T1.fname FROM STUDENT AS T1 JOIN HAS_PET AS T2 ON T1.Stuid = T2.stuid JOIN Pets AS T3 ON T2.PetID = T3.petid WHERE T3.pettype = 'cat' OR T3.pettype = 'dog',SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat' OR T3.pettype = 'dog'
59,False,wrong_set_op_branch,1,SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'dog',select t1.fname from student as t1 join has_pet as t2 on t1.stuid = t2.stuid join pets as t3 on t3.petid = t2.petid where t3.pettype = 'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid = t2.stuid join pets as t3 on t3.petid = t2.petid where t3.pettype = 'dog'
60,False,wrong_set_op_branch,1,SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'dog',SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'dog'
61,False,missing_table|hallucinated_column|missing_column|wrong_join_count|wrong_where_operator|missing_subquery,6,"SELECT T1.Major , T1.Age FROM STUDENT AS T1 JOIN Pets AS T2 ON T1.StuID = T2.PetID WHERE T2.pet_type != 'Cat'","SELECT major , age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat')"
62,False,missing_table|hallucinated_column|missing_column|wrong_join_count|wrong_where_operator|missing_subquery,6,"SELECT T1.Major , T2.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetType != 'Cat'","SELECT major , age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat')"
63,False,missing_table|missing_column|missing_join|wrong_set_op_branch,4,SELECT StuID FROM STUDENT EXCEPT SELECT StuID FROM has_pet WHERE Pettype = 'cat',SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat'
64,False,missing_table|missing_column|missing_join|wrong_set_op_branch|extra_subquery,5,SELECT StuID FROM Student EXCEPT SELECT StuID FROM Has_Pet WHERE PetID = (SELECT PetID FROM Pets WHERE PetType = 'Cat'),SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat'
65,False,wrong_where_operator|extra_set_operation,2,"SELECT T1.fname , T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'dog' EXCEPT SELECT T1.fname , T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat'","SELECT T1.fname , T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat')"
66,False,missing_column|missing_select_column|wrong_where_operator|extra_set_operation,4,SELECT T1.fname FROM STUDENT AS T1 JOIN HAS_PET AS T2 ON T1.stuid = T2.stuid JOIN Pets AS T3 ON T2.petid = T3.petid WHERE T3.Pettype = 'Dog' EXCEPT SELECT T1.fname FROM STUDENT AS T1 JOIN HAS_PET AS T2 ON T1.stuid = T2.stuid JOIN Pets AS T3 ON T2.petid = T3.petid WHERE T3.Pettype = 'Cat',"SELECT T1.fname , T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pettype = 'cat')"
67,True,,0,"SELECT Pettype , weight FROM Pets ORDER BY pet_age LIMIT 1","SELECT pettype , weight FROM pets ORDER BY pet_age LIMIT 1"
68,False,hallucinated_table|hallucinated_column|extra_join|wrong_order_by_column,4,"SELECT T1.pettype , T2.weight FROM pets AS T1 JOIN students AS T2 ON T1.Petid = T2.Stuid ORDER BY T2.age LIMIT 1","SELECT pettype , weight FROM pets ORDER BY pet_age LIMIT 1"
69,True,,0,"SELECT petid , weight FROM pets WHERE pet_age > 1","SELECT petid , weight FROM pets WHERE pet_age > 1"
70,True,,0,"SELECT petid , weight FROM pets WHERE pet_age > 1","SELECT petid , weight FROM pets WHERE pet_age > 1"
71,False,hallucinated_column|extra_join,2,"SELECT avg(T1.pet_age) , max(T1.pet_age) , T2.PetType FROM Pets AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID GROUP BY T2.PetType","SELECT avg(pet_age) , max(pet_age) , pettype FROM pets GROUP BY pettype"
72,False,wrong_select_column|missing_select_column|wrong_group_by_column,3,"SELECT avg(pet_age) , max(pet_age) , pet_type FROM pets GROUP BY pet_type","SELECT avg(pet_age) , max(pet_age) , pettype FROM pets GROUP BY pettype"
73,True,,0,"SELECT avg(weight) , pettype FROM pets GROUP BY pettype","SELECT avg(weight) , pettype FROM pets GROUP BY pettype"
74,True,,0,"SELECT avg(weight) , pettype FROM pets GROUP BY pettype","SELECT avg(weight) , pettype FROM pets GROUP BY pettype"
75,False,missing_distinct,1,"SELECT T1.Fname , T1.Age FROM STUDENT AS T1 JOIN HAS_PET AS T2 ON T1.Stuid = T2.Stuid","SELECT DISTINCT T1.fname , T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid"
76,True,,0,"SELECT DISTINCT T1.Fname , T1.Age FROM STUDENT AS T1 JOIN HAS_PET AS T2 ON T1.Stuid = T2.Stuid","SELECT DISTINCT T1.fname , T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid"
77,False,missing_table|hallucinated_table,2,SELECT T1.PetID FROM Students AS T1 JOIN Has_Pet AS T2 ON T1.Stuid = T2.Stuid WHERE T1.LName = 'Smith',SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.Lname = 'Smith'
78,True,,0,"SELECT T1.PetID FROM STUDENT AS T1 JOIN HAS_PET AS T2 ON T1.StuID = T2.StuID WHERE T1.LName = ""Smith""",SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.Lname = 'Smith'
79,True,,0,"SELECT count(*) , T1.Stuid FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.Stuid = T2.Stuid GROUP BY T1.Stuid","SELECT count(*) , T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid"
80,False,missing_table|missing_column|missing_join,3,"SELECT StuID , count(*) FROM Has_Pet GROUP BY StuID","select count(*) , t1.stuid from student as t1 join has_pet as t2 on t1.stuid = t2.stuid group by t1.stuid"
81,True,,0,"SELECT T1.fname , T1.sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING count(*) > 1","SELECT T1.fname , T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid HAVING count(*) > 1"
82,True,,0,"SELECT T1.fname , T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid HAVING count(*) > 1","SELECT T1.fname , T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid HAVING count(*) > 1"
83,False,hallucinated_column|missing_column,2,SELECT T1.LName FROM STUDENT AS T1 JOIN HAS_PET AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.pet_type = 'cat' AND T3.pet_age = 3,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pet_age = 3 AND T3.pettype = 'cat'
84,False,hallucinated_column|missing_column,2,SELECT T1.LName FROM STUDENT AS T1 JOIN HAS_PET AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.pet_type = 'cat' AND T3.pet_age = 3,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T3.petid = T2.petid WHERE T3.pet_age = 3 AND T3.pettype = 'cat'
85,True,,0,SELECT avg(age) FROM student WHERE StuID NOT IN ( SELECT StuID FROM has_pet ),select avg(age) from student where stuid not in (select stuid from has_pet)
86,True,,0,SELECT avg(age) FROM student WHERE StuID NOT IN ( SELECT StuID FROM has_pet ),select avg(age) from student where stuid not in (select stuid from has_pet)
87,True,,0,SELECT count(*) FROM continents,SELECT count(*) FROM CONTINENTS
88,True,,0,SELECT count(*) FROM continents,SELECT count(*) FROM CONTINENTS
89,True,,0,"SELECT T1.contid , T2.Continent , COUNT(*) FROM countries AS T1 JOIN continents AS T2 ON T1.Continent = T2.Contid GROUP BY T1.contid","SELECT T1.ContId , T1.Continent , count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId = T2.Continent GROUP BY T1.ContId"
90,False,missing_table|missing_column|missing_join|wrong_group_by_column,4,"SELECT contid , continent , count(*) FROM countries GROUP BY continent","SELECT T1.ContId , T1.Continent , count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId = T2.Continent GROUP BY T1.ContId"
91,True,,0,SELECT count(*) FROM countries,SELECT count(*) FROM COUNTRIES
92,True,,0,SELECT count(*) FROM countries,SELECT count(*) FROM COUNTRIES
93,False,wrong_select_column|missing_select_column|wrong_group_by_column,3,"SELECT T1.FullName , T2.Maker , COUNT(*) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.id = T2.Maker GROUP BY T2.Maker","SELECT T1.FullName , T1.Id , count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id = T2.Maker GROUP BY T1.Id"
94,False,missing_table|missing_column|missing_join,3,"SELECT FullName , ID , COUNT(*) FROM CAR_MAKERS GROUP BY ID","SELECT T1.FullName , T1.Id , count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id = T2.Maker GROUP BY T1.Id"
95,False,missing_table|hallucinated_table|hallucinated_column|missing_column|extra_aggregation|extra_where|missing_order_by|missing_limit|extra_subquery,9,SELECT T1.Model FROM model_list AS T1 JOIN car_names AS T2 ON T1.Maker = T2.Make WHERE T2.Horsepower = ( SELECT MIN ( Horsepower ) FROM car_names ),SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId = T2.Id ORDER BY T2.horsepower ASC LIMIT 1
96,False,missing_table|hallucinated_table|hallucinated_column|missing_column|extra_aggregation|extra_where|missing_order_by|missing_limit|extra_subquery,9,SELECT T2.Model FROM cars_data AS T1 JOIN model_list AS T2 ON T1.Maker = T2.Maker WHERE T1.Horsepower = ( SELECT MIN ( Horsepower ) FROM cars_data ),SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId = T2.Id ORDER BY T2.horsepower ASC LIMIT 1
97,False,missing_table|hallucinated_table|missing_column|wrong_join_count,4,SELECT T2.Model FROM cars_data AS T1 JOIN model_list AS T2 ON T1.MakeID = T2.Model WHERE T1.Weight < (SELECT avg(T1.Weight) FROM cars_data AS T1 JOIN model_list AS T2 ON T1.MakeID = T2.Model),SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId = T2.Id WHERE T2.Weight < (SELECT avg(Weight) FROM CARS_DATA)
